nm0137140,BaL1
nm0000422,ILa62
nm0000422,JlC7
nm0000422,JlC11
nm0000422,JlC18
nm0000422,ILa62
nm0000422,ILa62
nm0000422,JlC7
nm0000422,JlC11
nm0000422,JlC18
nm0000422,JoD34
nm0000422,MS34
nm0000422,SS20
nm0752876,HlH9
xs5173,JSh4
xs5173,MNe25
xs5486,PAd2
xs5486,PAd13
xs5486,PAd14
xs12601,JqT4
xs7861,BE24
xs15312,RKi10
xs10745,H15
xs4095,BCl10
xs4095,DLR4
xs4095,DM100
xs4095,JNs210
xs4095,MvS2
xs4095,OP26
xs4095,RSt103
xs4095,SSa10
xs4095,TDa11
xs9440,EK12
xs973,CJ9
xs973,IrK15
xs973,IrK15
xs973,IrK15
xs973,JMS9
xs973,PHt20
xs973,RNe23
xs973,StC30
xs1150,ECl10
xs1150,IMS20
xs1150,IMS20
xs1150,IMS20
xs1150,RyB9
xs16012,SG71
nm0749363,FGi20
nm0191685,AJP25
nm0191685,DTa210
nm0191685,EBy20
nm0191685,JNs104
nm0191685,JSg20
nm0191685,LHM3
nm0191685,PM1
nm0191685,RSt440
xs17205,WTN10
xs11270,HyA10
xs11270,ILa50
xs11270,IrC77
xs11270,ILa50
xs11270,IrC77
xs11270,ILa50
xs11270,IrC77
xs4808,ByH15
xs4808,EG25
xs4808,FC38
xs4808,GSy11
xs4808,HBH75
xs4808,MFr2
xs4808,OP26
xs4808,RWi31
xs4808,StH20
xs4808,WW65
xs8356,CBw12
xs1231,ARu4
xs1231,JGs40
xs1231,JGs40
xs1231,RBe2
xs6822,AAl20
xs6822,DaD10
xs6822,HAs10
xs6822,IAv10
xs6822,JSg12
xs6822,KRz25
xs6822,MeG30
xs6822,RoA66
xs6822,RoA70
xs6822,RoP8
xs6822,SaP20
xs6822,SeL55
xs6822,Sys3
xs6822,UEd20
xs6722,GDo79
xs6722,IFr12
xs6722,JoA13
xs6722,MeS10
xs6722,RAl62
xs11477,IGB45
xs11477,IGB45
xs11477,IGB45
xs11477,LlB62
xs11477,MvS1
xs11477,RdR37
xs11477,WmK30
xs840,RcB30
xs12766,JuJ19
xs336,GRo20
xs336,HNe17
xs336,ICa6
xs336,ICa8
xs336,WCr10
xs7659,ATn12
xs8924,DDa10
xs1672,MF8
xs11825,ISz10
xs11825,ISz10
xs11825,ISz10
xs5878,AHb20
xs5878,H82
xs11942,JBk10
xs11942,JBk10
xs11942,POC29
xs12528,JoS12
xs4655,JSh1
xs16176,SNo10
xs17254,WWn35
xs667,SP61
xs667,SP61
xs8060,BrB21
xs2236,AVL10
xs2236,CBw45
xs2236,DeD50
xs2236,DMi45
xs2236,IFr8
xs2236,SP40
xs2236,TTz8
xs5120,HL8
xs5120,W30
xs7026,AdB21
xs5694,H36
xs15219,RGr30
xs9268,DWG64
xs15117,RdR10
xs2405,DPt23
xs15813,RWF16
xs7779,BBa5
xs7779,BRa12
xs7779,QTa1
xs10047,FT1
xs5234,FJS5
xs5867,FT7
xs5867,JoQ10
xs5867,LOl4
xs5867,RaT9
nm0942875,VoS48
xs10019,FrT13
xs10019,PM10
xs7692,AWj5
xs1688,GRH10
xs4226,IBd10
xs4226,MR29
xs7316,ALv101
xs12456,JNs101
xs1907,DTa215
xs1907,HvH13
xs7417,AMy10
xs7417,LaK13
xs7417,Z8910
xs7417,Z9030
nm0001427,AmH25
nm0001427,GyM30
nm0001427,JLB14
nm0001427,JLB14
nm0001427,KSa10
xs15729,RuJ3
xs11334,IBC10
xs5848,ArH209
xs664,IF88
xs664,IF89
xs8506,CDr10
xs11844,IvR23
xs11844,IvR23
xs11844,IvR23
xs2573,AMy18
xs2573,AMy18
xs2573,JaB5
xs2573,JCp15
xs2573,JaB5
xs2573,JCp15
xs12100,JFr8
xs12100,JFr8
xs12100,RMr10
xs7727,BaD28
xs16198,SPv10
xs16568,THu25
xs4063,DS13
xs4063,GBo15
xs4063,IH23
xs4063,IH23
xs4063,IH23
xs4063,JNm63
xs4063,JoD11
xs4063,JoD20
xs4063,MRs36
xs4063,RAl74
xs4063,SS11
nm0004376,TTy10
xs13635,MiJ5
xs9471,EL39
xs5250,MZa10
xs5435,RAl72
xs6,JiA1
xs6,JiA1
xs6,MkG12
xs7765,BB4
xs1828,WiG10
xs14023,MSf10
xs12370,JMa30
xs15881,RZe12
xs15881,RZe12
xs17056,WFr14
xs15463,RoP7
nm0001487,PDe10
xs3522,GLJ44
xs3522,H80
xs3522,SRf21
nm0401018,SLJ14
xs17404,Z8630
xs15924,ScH13
xs9962,FrF28
xs15528,RRu7
xs15528,TKo20
xs10462,GMx3
xs13865,MOp19
xs3139,DaB21
xs3139,GM227
xs3139,LeG40
xs7404,AmM10
xs15253,RHo35
xs16755,VdS5
xs5355,HAs4
xs5355,HKo29
xs5355,IrR50
xs5355,IrR50
xs5355,IrR50
xs5355,RDa25
xs9356,EdK10
xs9356,EdK15
nm0001624,AdL16
nm0001624,CCo12
nm0001624,JeC10
nm0001624,JeC10
nm0001624,JoS12
nm0001624,MaH15
nm0001624,MN20
nm0001624,MSJ10
nm0001624,SBd10
nm0001624,SMi21
nm0001624,STu11
nm0001624,WBe15
xs1063,IF87
xs1063,IF91
xs4668,GSn10
xs4668,MBr19
xs4668,PBm2
xs4668,RA19
xs4668,RAl104
xs4668,Z9260
xs12045,JDB11
xs12045,JDB11
xs12045,MnB22
xs13484,MBe18
xs13484,WH30
xs9588,ErM1
xs2939,HeD104
xs2939,PaH50
xs1857,AL21
xs1857,AL22
xs1857,CBw33
xs1857,CLa110
xs1857,EaK51
xs1857,EK9
xs1857,LeS110
xs1857,ML12
xs1857,RSt446
xs1857,WCM32
xs1857,WiC60
nm0001614,KBg10
nm0001614,RDo28
nm0001614,RTa14
xs2962,DBy2
xs2962,FrL10
xs2962,HHa39
xs2962,IB109
xs2962,IF112
xs2962,IF115
xs2962,JN16
xs2962,MR2
xs2962,NR19
xs7149,AGe20
xs11019,HGe10
nm2702172,JqD1
nm2702172,JqD4
nm0000317,TMt10
xs2965,AMa60
xs2965,AMg7
xs2965,DTa150
xs2965,IH34
xs2965,IH34
xs2965,IH34
xs2965,PaB10
xs2965,PBa8
xs2965,RaW82
xs2965,RoR25
xs2965,SL3
xs2965,StD42
xs6026,ISt38
xs6026,ISt38
xs6026,ISt38
xs6026,RCo47
xs12427,JnL10
nm0001594,LBe10
nm0001594,ViW10
nm0648249,DLi13
xs11377,ICr42
xs11377,RcB3
xs4359,BDC8
xs11593,IlE10
xs11593,IlE10
xs11593,IlE10
xs11593,IlE10
xs11593,IlE10
xs11593,IlE10
xs4727,BFo13
nm0103038,StS5
xs9457,EL29
xs9457,EL32
xs9457,EL38
xs4832,BSt1
xs4832,GrB10
xs4832,MF7
xs4832,RaH10
xs4832,RbR3
xs4832,SL39
xs4777,JnD11
xs8299,CaR5
xs8299,GeR1
xs8299,RoS90
xs10465,GMx5
xs2416,DoS8
xs2416,PeS3
xs12642,JRu3
xs10406,GlS10
xs89,ACa40
xs89,GC13
xs89,IF125
xs89,IF125
xs89,JWR9
xs12515,JoP44
xs4716,AL11
xs4716,AL13
xs4716,C119
xs4716,HK92
xs4716,JVK30
xs4716,LlB64
xs4716,MLR18
xs4716,MLR18
xs4716,RaW61
xs4716,RdR44
xs4716,REn45
xs4716,RRw15
xs4716,VF46
xs4716,VF47
xs4716,WCl19
xs4716,WlD19
xs4716,WlD35
xs4716,WlD37
xs4716,WmK14
xs4716,WW44
xs12762,JuJ15
xs15948,SCz10
xs15271,RiB26
xs7108,AEG25
xs13967,MRh10
nm0001131,AKe5
nm0001131,JMS9
nm0001131,MKb10
xs8576,ChD10
xs85,HKo26
xs85,MSa9
xs85,TB67
nm0001074,BHu10
nm0001074,DaG6
nm0001074,FDF10
nm0001074,HBe1
nm0001074,IBo5
nm0001074,MBr10
xs16205,SR1
xs10905,HBn25
xs14526,PaS10
xs16432,TaH15
xs16986,WaW15
nm0000001,ChW3
nm0000001,ChW4
nm0000001,EHG50
nm0000001,FFC3
nm0000001,GSt4
nm0000001,GSt5
nm0000001,HCP6
nm0000001,IGu28
nm0000001,IIr12
nm0000001,JHr10
nm0000001,JHr20
nm0000001,JHr30
nm0000001,IGu28
nm0000001,IIr12
nm0000001,IGu28
nm0000001,IIr12
nm0000001,JHr10
nm0000001,JHr20
nm0000001,JHr30
nm0000001,JN23
nm0000001,MSa6
nm0000001,MSa7
nm0000001,MSa8
nm0000001,MSa10
nm0000001,MSa12
nm0000001,NT70
nm0000001,RTh27
nm0000001,RZL17
nm0000001,SK4
nm0000001,SLa18
nm0000001,StD4
nm0000001,StD33
nm0000001,StH13
nm0000001,ThF15
nm0000001,VM13
nm0000001,WAS83
nm0000001,WAS112
xs12854,KBi10
xs12854,TRs17
nm0177107,FC15
xs1550,AHb20
xs1550,DuC10
xs6906,AAS10
xs12253,JJo5
xs12253,JJo5
xs7566,ArH217
xs1754,IFa24
xs1754,MP4
xs1754,RC19
xs646,FT10
xs646,FT20
xs10148,GAg10
xs12406,JN21
nm0001458,BBi10
nm0001458,GRH6
nm0001458,JDe3
nm0001458,JDe3
nm0001458,MB4
nm0001458,MB6
nm0001458,PBo3
nm0001458,PSp14
nm0001458,RFl104
nm0001458,RoA5
nm0001458,RSt335
nm0001458,VME20
nm0001458,WCr48
xs5920,LGt19
xs5920,SGi8
xs4835,ELu19
xs4835,GaK5
xs4835,GLC13
xs4835,JuD13
xs4835,NT44
xs4835,NT50
xs4835,WTh23
xs8866,DAl10
xs8866,HbR34
xs8866,MPr25
xs1334,JrP10
xs1334,LJe1
xs1334,RDa5
xs1334,TgD1
xs7002,ACl10
xs5139,MGr10
xs3949,C121
xs3949,JN2
xs1501,CWr10
xs1501,DL7
xs13600,MHe15
xs13600,MiL28
xs5512,AL14
xs5512,ALe1
xs5512,ALe2
xs5512,BE12
xs5512,ByH20
xs5512,CDM78
xs5512,DoS12
xs5512,GrR1
xs5512,H33
xs5512,H34
xs5512,HJL10
xs5512,HK58
xs5512,HK75
xs5512,HWx19
xs5512,IB20
xs5512,JLM3
xs5512,JLM9
xs5512,JMa60
xs5512,JR77
xs5512,JuD13
xs5512,JW18
xs5512,NF10
xs5512,OP13
xs5512,OP15
xs5512,RRo16
xs5512,RVL32
xs5512,SL3
xs5512,ThF25
xs5512,TYg21
xs5512,WoR20
xs5512,WvD75
xs8811,CTK12
xs8811,ISy15
xs8811,ISy15
xs8811,ISy15
xs8811,KOr1
xs8811,WHl32
xs1173,LM20
xs1173,RaW66
xs1173,SW21
xs10678,GuL10
nm0913460,CEa21
xs240,JNs100
xs240,PeG3
xs13978,MS1
xs1328,AM29
xs1328,EL68
xs1328,FTu50
xs1328,HBH31
xs1328,HK75
xs1328,IB20
xs1328,IMS50
xs1328,IrP12
xs1328,IMS50
xs1328,IrP12
xs1328,IMS50
xs1328,IrP12
xs14767,Pri2
xs4077,WvD34
xs7025,ADA10
xs7025,MCs10
xs9604,ErM25
xs10575,GSc2
xs17083,WHl15
xs13815,MMz10
xs1933,HNe17
xs1933,MiA22
xs1933,MiS3
xs1933,RDu15
xs1933,Z9585
xs14891,RaK5
xs17383,Z4225
xs14793,PS20
xs6925,ABi10
xs15635,RSt319
nm0000207,AnL12
nm0000207,BS1
nm0000207,BS5
nm0000207,BSi10
nm0000207,DmM10
nm0000207,DRo10
nm0000207,IWa45
nm0000207,IWa45
nm0000207,IWa45
nm0000207,MoF6
nm0000207,RiB21
nm0000207,RsG10
nm0000207,VGa10
xs3515,ICt10
xs3515,SRf10
xs8782,CSG10
xs8782,JA20
xs8782,JA20
xs8722,CMu10
xs15167,RFG9
nm0447290,PMe30
xs9930,FOz22
xs12968,KRu10
xs1814,HK50
xs1814,NT45
xs810,IrK14
xs810,IrK14
xs810,IrK14
xs9018,DKl10
nm0001462,RCn30
nm0001462,ViW10
nm0000115,BdP32
nm0000115,EMF10
nm0000115,HuW22
nm0000115,JlC7
nm0000115,JlC7
nm0000115,MaC1
nm0000115,MBy2
nm0000115,MS34
nm0000115,NJ25
nm0000115,RiB15
nm0000115,SmW1
nm0000115,SpJ13
nm0000115,SpJ13
xs2387,ADw22
xs2387,IF77
nm0144377,ClZ19
xs12863,KBr12
xs14715,PM3
xs16575,THy14
xs3021,DS6
xs3021,FL29
xs10655,GTo1
xs884,AnM30
xs884,ChV20
xs884,ECn168
xs884,HaC10
xs884,ICr28
xs884,JWa1
xs884,JWR13
xs884,OW9
xs884,RZL19
xs884,SW22
xs884,WAr42
xs884,WlD35
xs884,WvD60
xs884,ZK4
xs9953,FrE10
xs16188,SP57
xs11340,IBo4
xs9186,DS13
xs9186,LeG36
xs9186,SK12
xs9186,WGr10
xs10761,H32
xs4991,JaF10
xs4991,JaF10
xs15370,RMo1
xs15370,RMo2
xs15370,RMo3
xs12287,JLB14
xs12287,JLB14
xs12287,JTu14
xs12287,ViW15
xs1340,BE22
xs1340,RiQ6
xs17021,WCr5
xs12169,JiA15
xs12169,JiA15
xs2044,BaD26
xs2044,GH3
xs9614,ERr37
xs9037,DL13
xs13551,MdH10
xs13551,PAl14
xs1163,MS18
xs4621,AdL5
xs12137,JGs10
xs12137,JGs10
xs8715,ClZ19
xs10496,GOl1
xs4869,RM1
xs13761,MLm5
xs13761,MtC15
xs11530,IHk25
xs11530,IHk25
xs11530,IHk25
xs12910,KeH10
xs12910,SMi14
xs3359,GAx1
xs1014,BCl7
xs1014,NiM30
xs4111,EDm25
xs4111,EG24
xs4111,EK1
xs4111,EK4
xs4111,GSt20
xs4111,JN21
xs4111,JNs210
xs4111,RoS60
xs4111,WW73
xs8266,C131
xs8266,C140
xs8266,IH3
xs8266,IH3
xs8266,IH3
xs8266,RaW63
xs17299,xSx10
nm0540585,AMi10
xs12679,JSo15
xs16623,ToS5
xs13479,MBa27
xs7886,BeG10
xs7886,WRh10
xs16984,WaW13
xs15842,RWi29
xs696,AnL13
xs696,BS15
xs696,CP2
xs696,KBr3
xs696,KBr3
xs696,KBr12
xs696,KBr14
xs696,KBr16
xs696,POC10
xs696,WA28
xs8639,CiS10
xs7050,ADr10
xs7050,DaM6
xs7050,JGs6
xs7050,JGs6
xs10050,FT2
xs230,EGU17
xs230,ElN2
xs230,FC23
xs230,GMy45
nm0000291,BrG25
nm0000291,FWh5
nm0000291,ISn1
nm0000291,ISy22
nm0000291,ISn1
nm0000291,ISy22
nm0000291,ISn1
nm0000291,ISy22
nm0000291,KBg15
nm0000291,RHv10
nm0000291,SLJ7
nm0000291,WCr42
nm0000291,WCr48
xs6778,AVL6
xs6778,CDM64
xs6778,IF99
xs6778,IF103
xs6778,IF112
xs6778,KV42
xs16353,StZ5
xs7479,AnS3
xs11310,IB105
xs15945,ScW10
xs1538,ADx14
xs10253,GeB3
xs10251,GdT14
xs17428,Z9030
xs10600,GSn6
xs28,RDa1
xs28,Z6650
xs13246,LlB100
xs7592,ArP4
xs7592,CD29
xs7592,HH36
xs16015,SGa10
xs3270,H22
xs475,BuH15
xs475,ELh1
xs475,FPy10
xs475,GiC10
xs475,HbR5
xs475,HbR7
xs475,HoZ10
xs475,LPe3
xs475,LTu10
xs475,MN3
xs475,SDr1
xs475,WA26
xs6838,EHo10
xs7748,BaL1
xs8435,CCr12
xs8435,JDe23
xs8435,JDe23
xs14550,PCa10
xs9609,ERr30
xs6919,AbF25
xs11389,IDa19
xs11389,WA28
xs14575,ToG9
xs6748,BeH1
xs8072,BRf2
xs8818,CWl10
xs8818,EL36
xs9626,ERr55
xs9485,EL51
xs9485,WDM5
xs15651,RSt339
xs15651,WiC55
nm0190441,JAv15
nm0190441,JAv15
xs8579,ChE2
xs8579,GDo23
xs8579,OW4
nm0000213,AlP15
nm0000213,BiA7
nm0000213,BnS10
nm0000213,FFC26
nm0000213,FFC26
nm0000213,IWa35
nm0000213,JJm6
nm0000213,IWa35
nm0000213,IWa35
nm0000213,JJm6
nm0000213,JMB5
nm0000213,JMn5
nm0000213,JMn5
nm0000213,MLm1
nm0000213,MS28
nm0000213,RiB21
nm0000213,SvB22
nm0000213,TiB5
nm0000213,TiB8
nm0000213,WA28
nm0000213,Z9697
xs17104,WiC55
xs17189,WRh10
xs5998,H61
xs5998,H66
xs5998,HeH12
xs5998,JuA104
xs5998,JuA104
xs5998,SP5
xs13082,LB2
xs5045,MP11
xs764,H4
xs13885,MP19
xs15625,RSt113
xs13119,LCh39
xs465,RHo5
xs10689,GvS2
xs10689,GvS4
xs9595,ErM3
xs16333,StK15
xs6212,AL16
xs6212,C131
xs6212,DaB21
xs6212,ELM17
xs6212,FrT32
xs6212,MvS1
xs6212,MvS12
xs6212,RaW61
xs6212,RaW64
xs6212,RWa90
xs6212,RWi9
xs6212,WmK27
xs2679,BaD26
xs2679,BaD35
xs2679,ChF10
xs2679,CR17
xs2679,DL12
xs2679,DL13
xs2679,FJS14
xs2679,FrF40
xs2679,HKo26
xs2679,KeA34
xs2679,RA2
xs2679,SGi8
xs2679,SM4
xs15028,RCl13
xs6159,H20
xs13969,MRh10
xs1374,BNu1
xs1374,ERr33
xs1374,FF7
xs1374,JuJ1
xs1374,LB30
xs1374,MC6
xs1374,MOp30
xs6175,ViH20
xs6739,CaR1
xs6739,CL1
xs6739,CWm10
xs6739,FrP10
xs6739,GC29
xs6739,GSt15
xs6739,GSt19
xs6739,GSt20
xs6739,HCs4
xs6739,JkS5
xs6739,JkS5
xs6739,JMn1
xs6739,JN15
xs6739,LGt23
xs6739,LGt45
xs6739,MeG30
xs6739,MeG40
xs6739,OlH1
xs6739,PM3
xs6739,RCo47
xs6739,RDa21
xs6739,RoA7
xs6739,RoP9
xs6739,StH23
xs6739,StK6
xs8543,CEd10
xs8911,DCn12
xs12587,JqF40
xs11163,HMD1
xs7646,ATa30
xs15439,RoH30
xs16435,TaH15
xs16072,SiO10
xs54,FLd20
xs54,WaF15
xs3533,AES10
xs3533,AES80
xs3533,AJG50
xs3533,CBm11
xs3533,ChR13
xs3533,HRo2
xs3533,JPa7
xs3533,JPa8
xs3533,JPa10
xs3533,JPa12
xs3533,JPa14
xs3533,JPt10
xs3533,JWH40
xs3533,JWH48
xs3533,JWH50
xs3533,JWH70
xs3533,JWH80
xs3533,RFG22
xs3533,RFG25
xs3533,RFG30
xs3533,RyB9
xs3533,SaT23
xs3533,WAS77
xs12876,KDo10
xs2428,AA29
xs2428,CEd10
xs2428,RHa4
xs2428,RHa8
xs2428,RWB10
xs2428,SM1
xs2428,SM3
xs2428,TRs12
xs15799,RWF3
xs15799,RWF4
xs13009,KuF10
xs8398,CCG3
xs13332,LoW5
xs4489,HKl17
xs4489,KuN45
xs4489,PaH120
nm0172257,ErM25
xs5106,AK50
xs5106,JuD9
xs5106,MPa1
xs5106,MPa3
xs5106,MPa4
xs5106,MPa5
xs10538,GRt1
xs6875,AA41
xs4784,FWx10
xs4784,SSS55
xs5943,PLy10
xs2091,IrC79
xs2091,IrC79
xs2091,IrC79
xs2091,JMG10
xs5843,ASR40
xs5843,ElN7
xs5843,ElN8
xs5843,NML24
xs5843,SLa20
xs5843,WLa19
xs5843,WlD33
xs5843,WlD35
xs16328,StH30
xs11141,HKr10
xs11141,SW33
xs11864,IWa35
xs11864,IWa35
xs11864,IWa35
xs11864,ZlK10
xs7863,BE26
xs6115,ADw80
xs6115,AEG50
xs6115,IgR2
xs6115,IgR2
xs6115,IgR2
xs6115,StW7
xs1848,ALv101
xs1848,DeD62
xs1848,DeD65
xs1848,HyA10
xs1848,IML101
xs1848,IML101
xs1848,IML101
xs1848,JuA105
xs1848,RoS50
xs1848,RSt115
xs1848,SL10
xs1848,SRo2
xs14216,NJ11
nm0048414,TSz10
nm0000342,CHa27
nm0000342,ChN10
nm0000342,JtF1
nm0000342,MmL12
xs2124,GPk12
xs7466,ASe10
xs7466,IB21
xs7466,MLR14
xs7466,RMk10
nm0949097,NOs35
xs2803,HLF10
xs2803,TB60
xs1606,SS8
xs6158,RWi36
xs13935,MR34
xs13935,RHo20
xs13935,RsG10
xs13935,SL50
xs13935,TBN10
xs13935,TDe14
xs13935,WA16
xs5944,FrT20
xs5944,GFi1
xs5944,PaB10
xs5944,WCo10
xs5944,WiG15
xs4855,DuN2
xs4855,HSh10
xs4855,IrR32
xs4855,IrR32
xs4855,IrR32
xs4855,LuV30
xs4855,SW22
xs15830,RWg10
xs10053,FT3
xs7150,AGe20
xs7150,CWi10
xs16674,TsH10
xs10613,GSr10
xs10613,NoE1
xs10613,WA21
xs3882,AA29
xs3882,ACa50
xs3882,HWx54
xs3882,IGi20
xs3882,IGi20
xs3882,IGi20
xs3882,MP4
xs3882,RHa4
xs3882,RHa4
xs3882,RoS3
xs3882,SM3
xs1942,BSc20
xs1942,EBz30
xs1942,GeW3
xs1942,GrR1
xs1942,GrR10
xs1942,HH21
xs1942,JL10
xs1942,JL10
xs1942,KgD10
xs1942,RdR66
xs16731,UlO12
xs1002,BoS75
xs1002,RcB40
xs1230,CBw22
xs1230,GC3
xs1230,HBH15
xs1230,JWR9
xs1230,W66
xs1230,W83
xs922,APa7
xs922,JoS5
xs922,RiB30
xs922,SOS10
xs6543,FdC16
xs6543,GC10
xs6543,KV59
xs1689,ACj111
xs1689,BW5
xs1689,GdS2
nm0001384,WHl30
xs13235,LlB62
xs11730,IrC67
xs11730,IrC67
xs11730,IrC67
xs15753,RvP6
xs5749,CDr9
xs6025,CSi6
xs6025,DvR10
xs6025,EBe10
xs6025,FDL10
xs6025,HBH70
xs6025,HBH72
xs6025,IF120
xs6025,IF135
xs6025,MRP14
xs6025,PBa8
xs6025,RcB17
xs6025,RDa9
xs6025,RoD10
xs6025,SeL45
xs6025,StK5
xs5971,PCz25
xs5971,WCM6
xs2070,IF115
xs11709,INw31
xs11709,INw31
xs11709,INw31
xs5188,BoS62
xs5188,HeD109
xs5188,JuA101
xs5188,RFl30
xs5188,RiF15
xs5188,RoS52
xs5188,VSh10
xs10789,H44
xs16292,StA10
xs812,TRs8
xs5412,HaR28
xs5412,JKp18
xs5412,JKp18
xs2205,VME20
xs1000,JkS5
xs1000,JKw7
xs1000,JkS5
xs1000,JKw7
xs1000,MiA27
xs1000,NiR4
xs8375,CBw48
xs8375,MLR39
xs8375,RWB25
xs7803,BDH10
xs4730,PHy20
xs6304,DL14
xs6304,RDL4
xs6304,SJF9
xs6304,TRs4
xs16074,SiO10
xs5047,MRr5
xs2378,DZu12
xs2378,JaS20
xs2378,JaS20
xs2378,TiB5
nm0001613,AAr20
nm0001613,CaR21
nm0001613,CEa13
nm0001613,HbR17
nm0001613,IH43
nm0001613,IH43
nm0001613,IH43
nm0001613,MB5
nm0001613,RoA64
nm0000401,AGl12
nm0000401,BrG25
nm0000401,ISn4
nm0000401,ISn4
nm0000401,ISn4
nm0000401,StZ1
xs940,ElN5
xs940,SW10
xs16433,TaH15
xs11980,JCm10
xs11980,JCm10
nm0004937,JfPd10
nm0004937,JfPd10
xs4398,C109
xs4398,PaH110
xs4398,StK4
xs13610,MiA18
xs12458,JNs104
xs14035,MSJ10
xs9350,EDi12
xs10774,H34
xs10774,IB104
xs14281,NML5
xs7151,AGe20
xs7151,FM3
xs12003,JCv10
xs12003,JCv10
xs7658,ATn12
xs7658,CCo14
xs9987,FrM6
xs3491,BBe23
xs3491,HCP10
xs3491,HIL5
xs3491,LlB68
xs9489,EL57
xs9489,RM4
nm0001598,JCm20
nm0001598,JCm20
nm0001598,RLi25
nm0001598,RRz6
xs8971,DeM10
xs8504,CDr10
xs16254,SRo37
xs16325,StH15
xs16516,TgD1
xs11329,IBC10
nm0724724,PRs10
xs14927,RaT1
xs8972,DeM20
xs8972,JN19
xs8972,NML31
xs12748,JuD8
xs12748,MaT40
nm0005042,POC29
nm0786022,CEd10
nm0786022,DL16
nm0786022,GSn6
nm0786022,HfK10
nm0786022,MNa13
nm0786022,RA5
nm0786022,StF3
xs11759,IrR27
xs11759,IrR27
xs11759,IrR27
xs15732,RuM30
nm0786136,DCn12
xs10987,HeD119
xs5172,ACj121
xs5172,AdL16
xs5172,AJP3
xs5172,AKj13
xs5172,APo43
xs5172,ArP4
xs5172,BGi14
xs5172,BLe4
xs5172,GeP40
xs5172,GRH6
xs5172,GRH8
xs5172,GxR20
xs5172,HbR30
xs5172,JAv15
xs5172,JAv15
xs5172,MRt3
xs5172,MRt5
xs5172,PAR14
xs5172,PY6
xs5172,RA3
xs5172,RMu19
xs5172,RR5
xs5172,SGa10
xs5172,SP33
xs5172,SP40
xs5172,SP45
xs5172,SP47
xs5172,SP61
xs5172,SP65
xs5172,SRo40
xs5172,ToS29
xs5172,Z8915
xs14073,MtR1
xs4706,AL12
xs4706,GSt14
xs4706,OP20
xs4706,VF44
xs8771,CrS10
xs17325,YoT10
xs2158,ADw70
xs2158,ADw78
xs2158,AnM33
xs2158,JNm30
xs11052,HHa20
xs9156,DPs13
xs10386,GLa2
xs10386,JC10
xs10386,JC10
xs13325,LoM2
nm0000347,FrM6
nm0000347,GaT11
nm0000347,GeQ10
nm0000347,IH43
nm0000347,ILa50
nm0000347,IMT15
nm0000347,JiS10
nm0000347,IH43
nm0000347,ILa50
nm0000347,IMT15
nm0000347,IH43
nm0000347,ILa50
nm0000347,IMT15
nm0000347,JiS10
nm0000347,RhM37
nm0000347,RS8
xs14205,NiM20
xs3045,DIr10
xs3045,HNe17
xs12983,KTI10
xs3956,PY19
xs2211,WA11
xs12208,JJA10
xs12208,JJA10
xs549,BCl10
xs13567,MHe10
xs13266,LMa10
xs11344,IBo20
xs16053,SHS5
xs16588,TLW1
nm7014801,AkK28
nm7014801,AkK29
xs14131,MYa20
nm0653829,RS26
xs13375,LuV1
xs7236,AKj21
xs7236,LTu10
xs7236,RSt440
xs5725,EDm22
xs5725,GSt9
xs5725,IF78
xs5725,RVL25
xs5725,WlD39
xs15533,RRw32
xs883,PaP25
xs12117,JGK2
xs12117,JGK2
xs10660,GTo2
xs6253,EuL30
xs6253,GC40
xs6253,JaH20
xs6253,JaH20
xs4172,DCs30
xs14275,NlM10
xs1430,CDM40
xs1430,LlB36
xs1430,LuR8
xs1430,RdR32
xs1430,SiO30
xs1430,WW30
xs11304,IB104
xs12112,JGb10
xs12112,JGb10
nm0283556,LyD10
xs5862,HeL50
xs5862,JLT35
xs5862,JLT36
xs12839,JZa10
xs6005,BeW10
xs6005,LuV30
xs6005,LuV50
xs6005,RC21
xs6005,SeL45
xs6005,VdS6
xs6005,VdS21
xs14328,NPa3
xs12402,JMu3
xs4864,GSy30
nm0926165,SWm6
xs12821,JWH80
nm0000885,AMz5
nm0000885,DaG6
nm0000885,HNe20
nm0000885,IBo5
nm0000885,IBo7
nm0000885,IH34
nm0000885,IH39
nm0000885,JeH30
nm0000885,IH34
nm0000885,IH39
nm0000885,IH34
nm0000885,IH39
nm0000885,JeH30
nm0000885,JoS1
nm0000885,JsF10
nm0000885,MSm14
nm0000885,NRe10
nm0000885,PCh10
nm0000885,RAl73
nm0000885,RAl104
nm0000885,RD8
nm0000885,RDL19
nm0000885,RoN30
nm0000885,SHS10
nm0000885,SL23
nm0000885,SS8
xs3227,JaH20
xs3227,JaH20
xs3227,LGt19
xs3227,RHa10
xs3227,RMu7
xs1880,CNy15
xs1880,KFi10
xs1880,MiG50
xs11309,IB105
xs14907,RAl76
xs10648,GTh10
xs10648,NLl109
xs11807,IsS5
xs11807,IsS5
xs11807,IsS5
xs6635,BbB3
xs6635,BbB3
xs6635,JDe3
xs6635,JDe3
xs6635,KeA31
xs6635,NNo3
xs6635,PhD5
xs6635,RCj20
xs6635,RWB77
xs6635,WiG15
xs8862,FDG10
xs8862,PlB2
xs8862,RCo44
xs650,WiH10
xs13425,LyD10
xs16154,SLJ12
nm0409421,FF3
nm0409421,JLM13
nm0409421,VdS4
xs12541,JPH1
xs12541,WLa23
xs11726,IrC54
xs11726,IrC54
